Segment;Country; Product ; Discount Band ;Units Sold; Manufacturing Price ; Sale Price ; Gross Sales ; Discounts ; Sales ; COGS ; Profit ;Date;Month Number; Month Name ;Year
Individual;France;City; Low ;1837;$ 410,00;$ 594,50;$ 1.092.096,50;$ 109.209,65;$ 982.886,85;$ 790.828,50;$ 192.058,35;7/2/2017;2; February ;2017
Individual;France;City; Low ;1809;$ 410,00;$ 594,50;$ 1.075.450,50;$ 107.545,05;$ 967.905,45;$ 778.774,50;$ 189.130,95;5/12/2017;12; December ;2017
Retail Partner;Germany;City; High ;1778;$ 410,00;$ 594,50;$ 1.057.021,00;$ 264.255,25;$ 792.765,75;$ 765.429,00;$ 27.336,75;5/5/2017;5; May ;2017
Individual;Germany;City; Medium ;1758;$ 410,00;$ 594,50;$ 1.045.131,00;$ 209.026,20;$ 836.104,80;$ 756.819,00;$ 79.285,80;7/8/2017;8; August ;2017
Individual;France;City; High ;1734;$ 410,00;$ 594,50;$ 1.030.863,00;$ 257.715,75;$ 773.147,25;$ 746.487,00;$ 26.660,25;5/12/2017;12; December ;2017
Corporate;Norway;City; High ;1725;$ 410,00;$ 594,50;$ 1.025.512,50;$ 256.378,13;$ 769.134,38;$ 742.612,50;$ 26.521,88;5/5/2017;5; May ;2017
Public Sector;France;City; Low ;1724;$ 410,00;$ 594,50;$ 1.024.918,00;$ 102.491,80;$ 922.426,20;$ 742.182,00;$ 180.244,20;7/12/2017;12; December ;2017
Individual;Germany;City; None ;1722;$ 410,00;$ 594,50;$ 1.023.729,00;    ;$ 1.023.729,00;$ 741.321,00;$ 282.408,00;7/12/2017;12; December ;2017
Public Sector;France;City; High ;1721;$ 410,00;$ 594,50;$ 1.023.134,50;$ 255.783,63;$ 767.350,88;$ 740.890,50;$ 26.460,38;5/5/2017;5; May ;2017
Small Business;France;City; High ;1720;$ 410,00;$ 594,50;$ 1.022.540,00;$ 255.635,00;$ 766.905,00;$ 740.460,00;$ 26.445,00;7/11/2017;11; November ;2017
Public Sector;Germany;City; Medium ;1717;$ 410,00;$ 594,50;$ 1.020.756,50;$ 204.151,30;$ 816.605,20;$ 739.168,50;$ 77.436,70;5/5/2017;5; May ;2017
Corporate;France;City; Low ;1716;$ 410,00;$ 594,50;$ 1.020.162,00;$ 102.016,20;$ 918.145,80;$ 738.738,00;$ 179.407,80;5/3/2017;3; March ;2017
Public Sector;France;City; Medium ;1709;$ 410,00;$ 594,50;$ 1.016.000,50;$ 203.200,10;$ 812.800,40;$ 735.724,50;$ 77.075,90;5/5/2017;5; May ;2017
Public Sector;Germany;City; Medium ;1700;$ 410,00;$ 594,50;$ 1.010.650,00;$ 202.130,00;$ 808.520,00;$ 731.850,00;$ 76.670,00;5/8/2017;8; August ;2017
Individual;Germany;City; Medium ;1693;$ 410,00;$ 594,50;$ 1.006.488,50;$ 201.297,70;$ 805.190,80;$ 728.836,50;$ 76.354,30;5/3/2017;3; March ;2017
Public Sector;Germany;City; High ;1684;$ 410,00;$ 594,50;$ 1.001.138,00;$ 250.284,50;$ 750.853,50;$ 724.962,00;$ 25.891,50;7/7/2017;7; July ;2017
Individual;France;City; Medium ;1681;$ 410,00;$ 594,50;$ 999.354,50;$ 199.870,90;$ 799.483,60;$ 723.670,50;$ 75.813,10;7/8/2017;8; August ;2017
Public Sector;Germany;City; Low ;1659;$ 410,00;$ 594,50;$ 986.275,50;$ 98.627,55;$ 887.647,95;$ 714.199,50;$ 173.448,45;5/9/2017;9; September ;2017
Individual;France;City; Low ;1625;$ 410,00;$ 594,50;$ 966.062,50;$ 96.606,25;$ 869.456,25;$ 699.562,50;$ 169.893,75;5/12/2017;12; December ;2017
Public Sector;Germany;City; Low ;1610;$ 410,00;$ 594,50;$ 957.145,00;$ 95.714,50;$ 861.430,50;$ 693.105,00;$ 168.325,50;5/8/2017;8; August ;2017
Corporate;Sweden;City; Low ;1607;$ 410,00;$ 594,50;$ 955.361,50;$ 95.536,15;$ 859.825,35;$ 691.813,50;$ 168.011,85;5/5/2017;5; May ;2017
Public Sector;Germany;City; High ;1606;$ 410,00;$ 594,50;$ 954.767,00;$ 238.691,75;$ 716.075,25;$ 691.383,00;$ 24.692,25;7/6/2017;6; June ;2017
Individual;France;City; High ;1587;$ 410,00;$ 594,50;$ 943.471,50;$ 235.867,88;$ 707.603,63;$ 683.203,50;$ 24.400,13;7/8/2017;8; August ;2017
Public Sector;France;City; High ;1563;$ 410,00;$ 594,50;$ 929.203,50;$ 232.300,88;$ 696.902,63;$ 672.871,50;$ 24.031,13;7/3/2017;3; March ;2017
Public Sector;Norway;City; Medium ;1557;$ 410,00;$ 594,50;$ 925.636,50;$ 185.127,30;$ 740.509,20;$ 670.288,50;$ 70.220,70;5/8/2017;8; August ;2017
Individual;Germany;City; Low ;1556;$ 410,00;$ 594,50;$ 925.042,00;$ 92.504,20;$ 832.537,80;$ 669.858,00;$ 162.679,80;5/10/2017;10; October ;2017
Public Sector;Germany;City; Medium ;1547;$ 410,00;$ 594,50;$ 919.691,50;$ 183.938,30;$ 735.753,20;$ 665.983,50;$ 69.769,70;7/9/2017;9; September ;2017
Individual;Germany;City; Low ;1540;$ 410,00;$ 594,50;$ 915.530,00;$ 91.553,00;$ 823.977,00;$ 662.970,00;$ 161.007,00;5/5/2017;5; May ;2017
Public Sector;France;City; High ;1538;$ 410,00;$ 594,50;$ 914.341,00;$ 228.585,25;$ 685.755,75;$ 662.109,00;$ 23.646,75;5/11/2017;11; November ;2017
Small Business;Germany;City; Low ;1533;$ 410,00;$ 594,50;$ 911.368,50;$ 91.136,85;$ 820.231,65;$ 659.956,50;$ 160.275,15;7/12/2017;12; December ;2017
Retail Partner;France;City; Low ;1521;$ 410,00;$ 594,50;$ 904.234,50;$ 90.423,45;$ 813.811,05;$ 654.790,50;$ 159.020,55;5/6/2017;6; June ;2017
Corporate;France;City; Low ;1458;$ 410,00;$ 594,50;$ 866.781,00;$ 86.678,10;$ 780.102,90;$ 627.669,00;$ 152.433,90;7/7/2017;7; July ;2017
Public Sector;Sweden;City; None ;1454;$ 410,00;$ 594,50;$ 864.403,00;    ;$ 864.403,00;$ 625.947,00;$ 238.456,00;5/8/2017;8; August ;2017
Public Sector;Sweden;City; Medium ;1442;$ 410,00;$ 594,50;$ 857.269,00;$ 171.453,80;$ 685.815,20;$ 620.781,00;$ 65.034,20;7/12/2017;12; December ;2017
Retail Partner;France;City; Low ;1428;$ 410,00;$ 594,50;$ 848.946,00;$ 84.894,60;$ 764.051,40;$ 614.754,00;$ 149.297,40;7/11/2017;11; November ;2017
Retail Partner;Germany;City; Medium ;1420;$ 410,00;$ 594,50;$ 844.190,00;$ 168.838,00;$ 675.352,00;$ 611.310,00;$ 64.042,00;7/11/2017;11; November ;2017
Corporate;Sweden;City; Low ;1419;$ 410,00;$ 594,50;$ 843.595,50;$ 84.359,55;$ 759.235,95;$ 610.879,50;$ 148.356,45;5/3/2017;3; March ;2017
Individual;Germany;City; High ;1414;$ 410,00;$ 594,50;$ 840.623,00;$ 210.155,75;$ 630.467,25;$ 608.727,00;$ 21.740,25;5/9/2017;9; September ;2017
Public Sector;Norway;City; Low ;1408;$ 410,00;$ 594,50;$ 837.056,00;$ 83.705,60;$ 753.350,40;$ 606.144,00;$ 147.206,40;5/9/2017;9; September ;2017
Public Sector;France;City; Medium ;1406;$ 410,00;$ 594,50;$ 835.867,00;$ 167.173,40;$ 668.693,60;$ 605.283,00;$ 63.410,60;7/6/2017;6; June ;2017
Individual;Germany;City; Medium ;1394;$ 410,00;$ 594,50;$ 828.733,00;$ 165.746,60;$ 662.986,40;$ 600.117,00;$ 62.869,40;7/8/2017;8; August ;2017
Individual;Sweden;City; High ;1394;$ 410,00;$ 594,50;$ 828.733,00;$ 207.183,25;$ 621.549,75;$ 600.117,00;$ 21.432,75;5/10/2017;10; October ;2017
Public Sector;France;City; High ;1385;$ 410,00;$ 594,50;$ 823.382,50;$ 205.845,63;$ 617.536,88;$ 596.242,50;$ 21.294,38;5/10/2017;10; October ;2017
Small Business;Germany;City; Low ;1382;$ 410,00;$ 594,50;$ 821.599,00;$ 82.159,90;$ 739.439,10;$ 594.951,00;$ 144.488,10;7/5/2017;5; May ;2017
Public Sector;Sweden;City; None ;1380;$ 410,00;$ 594,50;$ 820.410,00;    ;$ 820.410,00;$ 594.090,00;$ 226.320,00;7/11/2017;11; November ;2017
Public Sector;Norway;City; High ;1372;$ 410,00;$ 594,50;$ 815.654,00;$ 203.913,50;$ 611.740,50;$ 590.646,00;$ 21.094,50;7/6/2017;6; June ;2017
Corporate;Germany;City; Low ;1365;$ 410,00;$ 594,50;$ 811.492,50;$ 81.149,25;$ 730.343,25;$ 587.632,50;$ 142.710,75;5/12/2017;12; December ;2017
Small Business;Sweden;City; Medium ;1362;$ 410,00;$ 594,50;$ 809.709,00;$ 161.941,80;$ 647.767,20;$ 586.341,00;$ 61.426,20;7/5/2017;5; May ;2017
Individual;Sweden;City; High ;1291;$ 410,00;$ 594,50;$ 767.499,50;$ 191.874,88;$ 575.624,63;$ 555.775,50;$ 19.849,13;5/4/2017;4; April ;2017
Small Business;Norway;City; Medium ;1286;$ 410,00;$ 594,50;$ 764.527,00;$ 152.905,40;$ 611.621,60;$ 553.623,00;$ 57.998,60;5/4/2017;4; April ;2017
Public Sector;Germany;City; Medium ;1278;$ 410,00;$ 594,50;$ 759.771,00;$ 151.954,20;$ 607.816,80;$ 550.179,00;$ 57.637,80;7/8/2017;8; August ;2017
Public Sector;France;City; High ;1275;$ 410,00;$ 594,50;$ 757.987,50;$ 189.496,88;$ 568.490,63;$ 548.887,50;$ 19.603,13;7/6/2017;6; June ;2017
Corporate;Sweden;City; High ;1266;$ 410,00;$ 594,50;$ 752.637,00;$ 188.159,25;$ 564.477,75;$ 545.013,00;$ 19.464,75;5/6/2017;6; June ;2017
Corporate;Germany;City; Low ;1256;$ 410,00;$ 594,50;$ 746.692,00;$ 74.669,20;$ 672.022,80;$ 540.708,00;$ 131.314,80;5/6/2017;6; June ;2017
Individual;Sweden;City; High ;1252;$ 410,00;$ 594,50;$ 744.314,00;$ 186.078,50;$ 558.235,50;$ 538.986,00;$ 19.249,50;5/12/2017;12; December ;2017
Public Sector;France;City; Medium ;1228;$ 410,00;$ 594,50;$ 730.046,00;$ 146.009,20;$ 584.036,80;$ 528.654,00;$ 55.382,80;7/9/2017;9; September ;2017
Public Sector;Germany;City; High ;1225;$ 410,00;$ 594,50;$ 728.262,50;$ 182.065,63;$ 546.196,88;$ 527.362,50;$ 18.834,38;5/8/2017;8; August ;2017
Individual;Finland;City; Low ;1211;$ 410,00;$ 594,50;$ 719.939,50;$ 71.993,95;$ 647.945,55;$ 521.335,50;$ 126.610,05;7/2/2017;2; February ;2017
Individual;Norway;City; Low ;1211;$ 410,00;$ 594,50;$ 719.939,50;$ 71.993,95;$ 647.945,55;$ 521.335,50;$ 126.610,05;5/12/2017;12; December ;2017
Public Sector;Germany;City; None ;1210;$ 410,00;$ 594,50;$ 719.345,00;    ;$ 719.345,00;$ 520.905,00;$ 198.440,00;7/12/2017;12; December ;2017
Public Sector;France;City; Medium ;1197;$ 410,00;$ 594,50;$ 711.616,50;$ 142.323,30;$ 569.293,20;$ 515.308,50;$ 53.984,70;7/6/2017;6; June ;2017
Public Sector;Finland;City; High ;1151;$ 410,00;$ 594,50;$ 684.269,50;$ 171.067,38;$ 513.202,13;$ 495.505,50;$ 17.696,63;7/1/2017;1; January ;2017
Small Business;Germany;City; Low ;1132;$ 410,00;$ 594,50;$ 672.974,00;$ 67.297,40;$ 605.676,60;$ 487.326,00;$ 118.350,60;5/4/2017;4; April ;2017
Small Business;Sweden;City; Medium ;1123;$ 410,00;$ 594,50;$ 667.623,50;$ 133.524,70;$ 534.098,80;$ 483.451,50;$ 50.647,30;7/11/2017;11; November ;2017
Retail Partner;France;Citi; High ;1114;$ 410,00;$ 594,50;$ 662.273,00;$ 165.568,25;$ 496.704,75;$ 479.577,00;$ 17.127,75;5/10/2017;10; October ;2017
Public Sector;Sweden;City; Medium ;1111;$ 410,00;$ 594,50;$ 660.489,50;$ 132.097,90;$ 528.391,60;$ 478.285,50;$ 50.106,10;7/10/2017;10; October ;2017
Public Sector;Germany;City; Medium ;1098;$ 410,00;$ 594,50;$ 652.761,00;$ 130.552,20;$ 522.208,80;$ 472.689,00;$ 49.519,80;5/1/2017;1; January ;2017
Retail Partner;Finland;City; Low ;1096;$ 410,00;$ 594,50;$ 651.572,00;$ 65.157,20;$ 586.414,80;$ 471.828,00;$ 114.586,80;5/7/2017;7; July ;2017
Public Sector;Germany;City; Medium ;1093;$ 410,00;$ 594,50;$ 649.788,50;$ 129.957,70;$ 519.830,80;$ 470.536,50;$ 49.294,30;7/6/2017;6; June ;2017
Small Business;Sweden;City; High ;1093;$ 410,00;$ 594,50;$ 649.788,50;$ 162.447,13;$ 487.341,38;$ 470.536,50;$ 16.804,88;7/11/2017;11; November ;2017
Public Sector;Norway;City; Medium ;1090;$ 410,00;$ 594,50;$ 648.005,00;$ 129.601,00;$ 518.404,00;$ 469.245,00;$ 49.159,00;7/12/2017;12; December ;2017
Small Business;Germany;City; High ;1087;$ 410,00;$ 594,50;$ 646.221,50;$ 161.555,38;$ 484.666,13;$ 467.953,50;$ 16.712,63;7/11/2017;11; November ;2017
Small Business;France;City; Medium ;1059;$ 410,00;$ 594,50;$ 629.575,50;$ 125.915,10;$ 503.660,40;$ 455.899,50;$ 47.760,90;7/11/2017;11; November ;2017
Public Sector;France;City; Medium ;1042;$ 410,00;$ 594,50;$ 619.469,00;$ 123.893,80;$ 495.575,20;$ 448.581,00;$ 46.994,20;5/2/2017;2; February ;2017
Retail Partner;Sweden;City; Low ;1036;$ 410,00;$ 594,50;$ 615.902,00;$ 61.590,20;$ 554.311,80;$ 445.998,00;$ 108.313,80;5/3/2017;3; March ;2017
Corporate;France;City; Low ;1030;$ 410,00;$ 594,50;$ 612.335,00;$ 61.233,50;$ 551.101,50;$ 443.415,00;$ 107.686,50;5/12/2017;12; December ;2017
Public Sector;Germany;City; Medium ;1007;$ 410,00;$ 594,50;$ 598.661,50;$ 119.732,30;$ 478.929,20;$ 433.513,50;$ 45.415,70;7/4/2017;4; April ;2017
Public Sector;Sweden;City; High ;999;$ 410,00;$ 594,50;$ 593.905,50;$ 148.476,38;$ 445.429,13;$ 430.069,50;$ 15.359,63;5/10/2017;10; October ;2017
Public Sector;Norway;City; High ;986;$ 410,00;$ 594,50;$ 586.177,00;$ 146.544,25;$ 439.632,75;$ 424.473,00;$ 15.159,75;7/12/2017;12; December ;2017
Public Sector;Sweden;City; Medium ;982;$ 410,00;$ 594,50;$ 583.799,00;$ 116.759,80;$ 467.039,20;$ 422.751,00;$ 44.288,20;7/10/2017;10; October ;2017
Individual;France;City; Medium ;982;$ 410,00;$ 594,50;$ 583.799,00;$ 116.759,80;$ 467.039,20;$ 422.751,00;$ 44.288,20;5/3/2017;3; March ;2017
Retail Partner;France;City; High ;958;$ 410,00;$ 594,50;$ 569.531,00;$ 142.382,75;$ 427.148,25;$ 412.419,00;$ 14.729,25;7/10/2017;10; October ;2017
Public Sector;Norway;City; High ;958;$ 410,00;$ 594,50;$ 569.531,00;$ 142.382,75;$ 427.148,25;$ 412.419,00;$ 14.729,25;7/11/2017;11; November ;2017
Public Sector;Finland;City; High ;942;$ 410,00;$ 594,50;$ 560.019,00;$ 140.004,75;$ 420.014,25;$ 405.531,00;$ 14.483,25;5/11/2017;11; November ;2017
Individual;Germany;City; High ;940;$ 410,00;$ 594,50;$ 558.830,00;$ 139.707,50;$ 419.122,50;$ 404.670,00;$ 14.452,50;7/6/2017;6; June ;2017
Public Sector;Germany;City; High ;926;$ 410,00;$ 594,50;$ 550.507,00;$ 137.626,75;$ 412.880,25;$ 398.643,00;$ 14.237,25;5/3/2017;3; March ;2017
Individual;Finland;City; Medium ;922;$ 410,00;$ 594,50;$ 548.129,00;$ 109.625,80;$ 438.503,20;$ 396.921,00;$ 41.582,20;7/10/2017;10; October ;2017
Public Sector;Finland;City; None ;914;$ 410,00;$ 594,50;$ 543.373,00;    ;$ 543.373,00;$ 393.477,00;$ 149.896,00;7/10/2017;10; October ;2017
Retail Partner;Finland;City; Low ;914;$ 410,00;$ 594,50;$ 543.373,00;$ 54.337,30;$ 489.035,70;$ 393.477,00;$ 95.558,70;7/6/2017;6; June ;2017
Corporate;Norway;City; Low ;910;$ 410,00;$ 594,50;$ 540.995,00;$ 54.099,50;$ 486.895,50;$ 391.755,00;$ 95.140,50;5/3/2017;3; March ;2017
Small Business;Germany;City; Medium ;898;$ 410,00;$ 594,50;$ 533.861,00;$ 106.772,20;$ 427.088,80;$ 386.589,00;$ 40.499,80;7/9/2017;9; September ;2017
Public Sector;Norway;City; High ;898;$ 410,00;$ 594,50;$ 533.861,00;$ 133.465,25;$ 400.395,75;$ 386.589,00;$ 13.806,75;7/3/2017;3; March ;2017
Corporate;Norway;City; Medium ;891;$ 410,00;$ 594,50;$ 529.699,50;$ 105.939,90;$ 423.759,60;$ 383.575,50;$ 40.184,10;7/3/2017;3; March ;2017
Public Sector;Germany;City; Medium ;876;$ 410,00;$ 594,50;$ 520.782,00;$ 104.156,40;$ 416.625,60;$ 377.118,00;$ 39.507,60;7/5/2017;5; May ;2017
Small Business;Sweden;City; Medium ;875;$ 410,00;$ 594,50;$ 520.187,50;$ 104.037,50;$ 416.150,00;$ 376.687,50;$ 39.462,50;7/6/2017;6; June ;2017
Corporate;Germany;City; High ;868;$ 410,00;$ 594,50;$ 516.026,00;$ 129.006,50;$ 387.019,50;$ 373.674,00;$ 13.345,50;5/10/2017;10; October ;2017
Retail Partner;Norway;City; Low ;867;$ 410,00;$ 594,50;$ 515.431,50;$ 51.543,15;$ 463.888,35;$ 373.243,50;$ 90.644,85;5/12/2017;12; December ;2017
Public Sector;Finland;City; Low ;845;$ 410,00;$ 594,50;$ 502.352,50;$ 50.235,25;$ 452.117,25;$ 363.772,50;$ 88.344,75;5/9/2017;9; September ;2017
Retail Partner;France;City; Low ;844;$ 410,00;$ 594,50;$ 501.758,00;$ 50.175,80;$ 451.582,20;$ 363.342,00;$ 88.240,20;5/12/2017;12; December ;2017
Public Sector;Norway;City; Medium ;830;$ 410,00;$ 594,50;$ 493.435,00;$ 98.687,00;$ 394.748,00;$ 357.315,00;$ 37.433,00;7/6/2017;6; June ;2017
Public Sector;France;City; Medium ;825;$ 410,00;$ 594,50;$ 490.462,50;$ 98.092,50;$ 392.370,00;$ 355.162,50;$ 37.207,50;7/9/2017;9; September ;2017
Public Sector;France;City; Low ;824;$ 410,00;$ 594,50;$ 489.868,00;$ 48.986,80;$ 440.881,20;$ 354.732,00;$ 86.149,20;7/5/2017;5; May ;2017
Retail Partner;Germany;City; High ;810;$ 410,00;$ 594,50;$ 481.545,00;$ 120.386,25;$ 361.158,75;$ 348.705,00;$ 12.453,75;5/12/2017;12; December ;2017
Public Sector;Germany;City; None ;805;$ 410,00;$ 594,50;$ 478.572,50;    ;$ 478.572,50;$ 346.552,50;$ 132.020,00;7/6/2017;6; June ;2017
Small Business;Finland;City; Medium ;793;$ 410,00;$ 594,50;$ 471.438,50;$ 94.287,70;$ 377.150,80;$ 341.386,50;$ 35.764,30;5/6/2017;6; June ;2017
Individual;Norway;City; None ;779;$ 410,00;$ 594,50;$ 463.115,50;    ;$ 463.115,50;$ 335.359,50;$ 127.756,00;7/2/2017;2; February ;2017
Public Sector;Finland;City; Medium ;778;$ 410,00;$ 594,50;$ 462.521,00;$ 92.504,20;$ 370.016,80;$ 334.929,00;$ 35.087,80;7/3/2017;3; March ;2017
Small Business;France;City; Low ;734;$ 410,00;$ 594,50;$ 436.363,00;$ 43.636,30;$ 392.726,70;$ 315.987,00;$ 76.739,70;7/5/2017;5; May ;2017
Retail Partner;Finland;City; High ;731;$ 410,00;$ 594,50;$ 434.579,50;$ 108.644,88;$ 325.934,63;$ 314.695,50;$ 11.239,13;5/12/2017;12; December ;2017
Retail Partner;Finland;City; None ;730;$ 410,00;$ 594,50;$ 433.985,00;    ;$ 433.985,00;$ 314.265,00;$ 119.720,00;7/11/2017;11; November ;2017
Public Sector;Norway;City; High ;724;$ 410,00;$ 594,50;$ 430.418,00;$ 107.604,50;$ 322.813,50;$ 311.682,00;$ 11.131,50;7/10/2017;10; October ;2017
Public Sector;Norway;City; High ;709;$ 410,00;$ 594,50;$ 421.500,50;$ 105.375,13;$ 316.125,38;$ 305.224,50;$ 10.900,88;7/6/2017;6; June ;2017
Public Sector;Norway;City; None ;706;$ 410,00;$ 594,50;$ 419.717,00;    ;$ 419.717,00;$ 303.933,00;$ 115.784,00;7/8/2017;8; August ;2017
Small Business;Sweden;City; High ;698;$ 410,00;$ 594,50;$ 414.961,00;$ 103.740,25;$ 311.220,75;$ 300.489,00;$ 10.731,75;7/1/2017;1; January ;2017
Corporate;Finland;City; Medium ;689;$ 410,00;$ 594,50;$ 409.610,50;$ 81.922,10;$ 327.688,40;$ 296.614,50;$ 31.073,90;7/10/2017;10; October ;2017
Corporate;Germany;City; Low ;647;$ 410,00;$ 594,50;$ 384.641,50;$ 38.464,15;$ 346.177,35;$ 278.533,50;$ 67.643,85;7/10/2017;10; October ;2017
Small Business;Germany;City; High ;646;$ 410,00;$ 594,50;$ 384.047,00;$ 96.011,75;$ 288.035,25;$ 278.103,00;$ 9.932,25;5/1/2017;1; January ;2017
Corporate;Germany;City; Low ;636;$ 410,00;$ 594,50;$ 378.102,00;$ 37.810,20;$ 340.291,80;$ 273.798,00;$ 66.493,80;5/3/2017;3; March ;2017
Small Business;Norway;City; None ;630;$ 410,00;$ 594,50;$ 374.535,00;    ;$ 374.535,00;$ 271.215,00;$ 103.320,00;7/9/2017;9; September ;2017
Corporate;France;City; Low ;630;$ 410,00;$ 594,50;$ 374.535,00;$ 37.453,50;$ 337.081,50;$ 271.215,00;$ 65.866,50;7/6/2017;6; June ;2017
Retail Partner;Germany;City; Low ;613;$ 410,00;$ 594,50;$ 364.428,50;$ 36.442,85;$ 327.985,65;$ 263.896,50;$ 64.089,15;7/10/2017;10; October ;2017
Individual;Germany;City; Low ;598;$ 410,00;$ 594,50;$ 355.511,00;$ 35.551,10;$ 319.959,90;$ 257.439,00;$ 62.520,90;7/9/2017;9; September ;2017
Corporate;Finland;City; Low ;582;$ 410,00;$ 594,50;$ 345.999,00;$ 34.599,90;$ 311.399,10;$ 250.551,00;$ 60.848,10;7/6/2017;6; June ;2017
Public Sector;Finland;City; Medium ;582;$ 410,00;$ 594,50;$ 345.999,00;$ 69.199,80;$ 276.799,20;$ 250.551,00;$ 26.248,20;7/10/2017;10; October ;2017
Public Sector;Sweden;City; High ;578;$ 410,00;$ 594,50;$ 343.621,00;$ 85.905,25;$ 257.715,75;$ 248.829,00;$ 8.886,75;5/4/2017;4; April ;2017
Corporate;France;City; Medium ;563;$ 410,00;$ 594,50;$ 334.703,50;$ 66.940,70;$ 267.762,80;$ 242.371,50;$ 25.391,30;7/10/2017;10; October ;2017
Public Sector;Sweden;City; High ;560;$ 410,00;$ 594,50;$ 332.920,00;$ 83.230,00;$ 249.690,00;$ 241.080,00;$ 8.610,00;5/11/2017;11; November ;2017
Small Business;Germany;City; Low ;551;$ 410,00;$ 594,50;$ 327.569,50;$ 32.756,95;$ 294.812,55;$ 237.205,50;$ 57.607,05;5/6/2017;6; June ;2017
Public Sector;Finland;City; Medium ;542;$ 410,00;$ 594,50;$ 322.219,00;$ 64.443,80;$ 257.775,20;$ 233.331,00;$ 24.444,20;7/8/2017;8; August ;2017
Individual;Finland;City; Low ;537;$ 410,00;$ 594,50;$ 319.246,50;$ 31.924,65;$ 287.321,85;$ 231.178,50;$ 56.143,35;5/10/2017;10; October ;2017
Corporate;Norway;City; Low ;530;$ 410,00;$ 594,50;$ 315.085,00;$ 31.508,50;$ 283.576,50;$ 228.165,00;$ 55.411,50;7/6/2017;6; June ;2017
Public Sector;Finland;City; Medium ;482;$ 410,00;$ 594,50;$ 286.549,00;$ 57.309,80;$ 229.239,20;$ 207.501,00;$ 21.738,20;5/6/2017;6; June ;2017
Small Business;Norway;City; High ;473;$ 410,00;$ 594,50;$ 281.198,50;$ 70.299,63;$ 210.898,88;$ 203.626,50;$ 7.272,38;7/5/2017;5; May ;2017
Retail Partner;Norway;Citi; High ;457;$ 410,00;$ 594,50;$ 271.686,50;$ 67.921,63;$ 203.764,88;$ 196.738,50;$ 7.026,38;5/7/2017;7; July ;2017
Individual;France;City; None ;439;$ 410,00;$ 594,50;$ 260.985,50;    ;$ 260.985,50;$ 188.989,50;$ 71.996,00;7/9/2017;9; September ;2017
Small Business;France;City; Medium ;358;$ 410,00;$ 594,50;$ 212.831,00;$ 42.566,20;$ 170.264,80;$ 154.119,00;$ 16.145,80;7/6/2017;6; June ;2017
Retail Partner;Finland;City; High ;309;$ 410,00;$ 594,50;$ 183.700,50;$ 45.925,13;$ 137.775,38;$ 133.024,50;$ 4.750,88;7/10/2017;10; October ;2017
Public Sector;Finland;City; High ;304;$ 410,00;$ 594,50;$ 180.728,00;$ 45.182,00;$ 135.546,00;$ 130.872,00;$ 4.674,00;7/9/2017;9; September ;2017
Individual;Norway;City; High ;304;$ 410,00;$ 594,50;$ 180.728,00;$ 45.182,00;$ 135.546,00;$ 130.872,00;$ 4.674,00;7/12/2017;12; December ;2017
Retail Partner;Germany;City; None ;294;$ 410,00;$ 594,50;$ 174.783,00;    ;$ 174.783,00;$ 126.567,00;$ 48.216,00;7/7/2017;7; July ;2017
Retail Partner;Norway;City; Medium ;294;$ 410,00;$ 594,50;$ 174.783,00;$ 34.956,60;$ 139.826,40;$ 126.567,00;$ 13.259,40;7/10/2017;10; October ;2017
Public Sector;Germany;City; Medium ;288;$ 410,00;$ 594,50;$ 171.216,00;$ 34.243,20;$ 136.972,80;$ 123.984,00;$ 12.988,80;7/10/2017;10; October ;2017
Public Sector;Germany;City; High ;286;$ 410,00;$ 594,50;$ 170.027,00;$ 42.506,75;$ 127.520,25;$ 123.123,00;$ 4.397,25;5/11/2017;11; November ;2017
Public Sector;Sweden;City; None ;234;$ 410,00;$ 594,50;$ 139.113,00;    ;$ 139.113,00;$ 100.737,00;$ 38.376,00;7/2/2017;2; February ;2017
Public Sector;France;City; High ;234;$ 410,00;$ 594,50;$ 139.113,00;$ 34.778,25;$ 104.334,75;$ 100.737,00;$ 3.597,75;5/12/2017;12; December ;2017
Individual;Germany;City; High ;222;$ 410,00;$ 594,50;$ 131.979,00;$ 32.994,75;$ 98.984,25;$ 95.571,00;$ 3.413,25;5/2/2017;2; February ;2017
Public Sector;Finland;City; Low ;219;$ 410,00;$ 594,50;$ 130.195,50;$ 13.019,55;$ 117.175,95;$ 94.279,50;$ 22.896,45;5/12/2017;12; December ;2017
Public Sector;Finland;City; High ;214;$ 410,00;$ 594,50;$ 127.223,00;$ 31.805,75;$ 95.417,25;$ 92.127,00;$ 3.290,25;5/10/2017;10; October ;2017
Public Sector;Sweden;City; Medium ;206;$ 410,00;$ 594,50;$ 122.467,00;$ 24.493,40;$ 97.973,60;$ 88.683,00;$ 9.290,60;7/5/2017;5; May ;2017
Public Sector;Germany;City; High ;193;$ 410,00;$ 594,50;$ 114.738,50;$ 28.684,63;$ 86.053,88;$ 83.086,50;$ 2.967,38;7/10/2017;10; October ;2017
Individual;Sweden;City; Low ;174;$ 410,00;$ 594,50;$ 103.443,00;$ 10.344,30;$ 93.098,70;$ 74.907,00;$ 18.191,70;5/9/2017;9; September ;2017
Public Sector;Norway;City; High ;172;$ 410,00;$ 594,50;$ 102.254,00;$ 25.563,50;$ 76.690,50;$ 74.046,00;$ 2.644,50;5/2/2017;2; February ;2017
